id,target
250,0.6999833023526725
251,0.77427503347027
252,0.45918082037253893
253,0.9438242266442224
254,0.7939451877034053
255,0.6415592246220148
256,0.4254082496731558
257,0.3689743714649253
258,0.8713936319548454
259,0.45529711483766033
260,0.8216918876340351
261,0.6790984738234516
262,0.4065067545531589
263,0.6672601373496707
264,0.49644798225103437
265,0.9157251566391542
266,0.6678944285819526
267,0.7499960527455796
268,0.4589052670711047
269,0.5962554546870376
270,0.2787259060125489
271,0.9163114481710735
272,0.70418190295587
273,0.4052026963614297
274,0.843618847900884
275,0.8659476185278174
276,0.2583500672604946
277,0.8729312481518817
278,0.9421793884005848
279,0.8508167430532798
280,0.5431408826183659
281,0.5342634546015048
282,0.4060106781385313
283,0.5306140831394888
284,0.8618894404133398
285,0.618118805688501
286,0.5627411650927712
287,0.4974788575183534
288,0.9159930896496975
289,0.9018069899285421
290,0.47695195046097094
291,0.3431660448299543
292,0.896776446785685
293,0.8096432149495979
294,0.6432559306231049
295,0.8984187072194587
296,0.898170495178048
297,0.814586677410967
298,0.7711354033460073
299,0.7995275378016922
300,0.5711991137064356
301,0.7795859309305118
302,0.8234250058092286
303,0.8949028405822976
304,0.5948911183263956
305,0.9521492297084131
306,0.886142220224708
307,0.815557657167153
308,0.9484175744368327
309,0.29433468904510274
310,0.9257012772127201
311,0.877177569598249
312,0.9367489028799928
313,0.6786838932894805
314,0.19463282628433753
315,0.3445524638735522
316,0.9779818450692502
317,0.8569282877217272
318,0.3446482803964007
319,0.8701187427184802
320,0.7529117869638753
321,0.8226956544725583
322,0.7912050115078003
323,0.7877098355323779
324,0.8789436121102425
325,0.27655392252191846
326,0.6116603381976673
327,0.12280794218012236
328,0.6321135371376931
329,0.576300561357905
330,0.3161352860667994
331,0.400979363116717
332,0.27568788653489706
333,0.26353415538593594
334,0.9455535140826742
335,0.8421405382168805
336,0.687193586115891
337,0.6438345052266158
338,0.7587399987491799
339,0.4143362345118825
340,0.8805775499112316
341,0.4452931081293324
342,0.8745625830551216
343,0.7026058565200144
344,0.8666394189099361
345,0.590620646982686
346,0.9218250181736434
347,0.7858673156209501
348,0.6579605329235896
349,0.8909859424288878
350,0.8953786817886896
351,0.7691096487195681
352,0.6663467393361363
353,0.7207354251928463
354,0.7009502311047828
355,0.6852198545726449
356,0.43741205482351064
357,0.6537373089634688
358,0.7901069858164356
359,0.8781364925831391
360,0.9499698951266324
361,0.6591436249952318
362,0.5041495353152596
363,0.8686074873911783
364,0.7252927082330471
365,0.28300782691918436
366,0.7921029495081949
367,0.7723175724728626
368,0.2004744375469275
369,0.8685202761717821
370,0.7806125446395387
371,0.2711514776502021
372,0.3663125428022199
373,0.38073142475753297
374,0.8058190653876093
375,0.953702198952387
376,0.46789361418735254
377,0.3081235506921093
378,0.8261641983041992
379,0.5908014244658287
380,0.7355236926192594
381,0.9651551756028618
382,0.8712310700776935
383,0.8726065866439154
384,0.383107558722273
385,0.8212891671966076
386,0.8685467808740035
387,0.7862454819216677
388,0.35713711521165104
389,0.3568614911053165
390,0.7997950578952624
391,0.26125662503988967
392,0.8586718714719651
393,0.5809821628912055
394,0.7921387659648201
395,0.6404535191410452
396,0.6336774247470702
397,0.6008093092611648
398,0.8896156297208542
399,0.8988578863681471
400,0.42120646710923504
401,0.7372044522509973
402,0.17337999867058895
403,0.7749133773588104
404,0.5728706630577971
405,0.8695219749440549
406,0.7482645278715525
407,0.26210566790307055
408,0.8177066540938391
409,0.7687798498565639
410,0.8713273117177588
411,0.8508500813720106
412,0.8072965958338901
413,0.6926118421453547
414,0.9301026342853869
415,0.897414117041112
416,0.48385487200946187
417,0.8352017312216774
418,0.5704069321952532
419,0.916001781879723
420,0.7350045778047064
421,0.5962506439952977
422,0.5646656716903962
423,0.8479926722402471
424,0.6979825574818397
425,0.587041502595548
426,0.44546455807912355
427,0.8442075034641624
428,0.9591285400981693
429,0.2935866777856666
430,0.5063491868238734
431,0.6652963798456483
432,0.8899471466211791
433,0.898795963508439
434,0.9251234473304359
435,0.2683554590215944
436,0.7338645902558797
437,0.5436050430660155
438,0.972751828344723
439,0.9429655253449442
440,0.6892186713063196
441,0.23244714784558884
442,0.8530227977084538
443,0.7851078508773642
444,0.7343769564723029
445,0.13878579724715445
446,0.8313517162762096
447,0.3687728751144529
448,0.30822735966954196
449,0.9332403440614727
450,0.20303134098580222
451,0.8522275182841361
452,0.705682330834494
453,0.5573007498431295
454,0.7907927208272438
455,0.9089272711108551
456,0.6998516172823944
457,0.5764459854663342
458,0.5421075992373331
459,0.8242245978028098
